user,item,helped_rating,rating,sentiment,hu_sentiment
555,465:940,4,1,actor:+1 stunt:+1 character:-1 acting:-1 </endperson362>,actor:+1 stunt:+1 character:-1 acting:-1 </endperson362>
147,146:75,4,2,acting:+1 character:-1 scenes:-1 </endperson363>,acting:+1 character:-1 scenes:-1 </endperson363>
147,465:75,5,4,character:+1 script:+1 character:-1 scene:-1 </endperson364>,</endperson364>
147,476:75,4,4,viewing:+1 </endperson365>,</endperson365>
465,309:646,4,5,character:-1 </endperson366>,character:-1 </endperson366>
7,73:591,4,4,performance:+1 movie:-1 </endperson367>,performance:+1 movie:-1 </endperson367>
7,188:591,3,5,movie:+1 movie:-1 </endperson368>,</endperson368>
7,190:591,4,4,films:+1 watch:+1 </endperson369>,</endperson369>
7,278:591,4,5,cast:+1 plot:+1 scenes:+1 movie:-1 </endperson370>,</endperson370>
475,477:1203,4,5,character:+1 scene:-1 </endperson371>,character:+1 scene:-1 </endperson371>
7,188:330,3,4, </endperson372>, </endperson372>
465,94:279,4,3, </endperson373>, </endperson373>
211,3:343,4,5,actor:+1 wi:+1 </endperson374>,actor:+1 wi:+1 </endperson374>
211,171:343,4,5, </endperson375>,</endperson375>
211,220:343,4,3,diamond:+1 movie:+1 </endperson376>,</endperson376>
211,261:343,4,5, </endperson377>,</endperson377>
211,420:343,4,4, </endperson378>,</endperson378>
103,113:1143,5,5, </endperson379>, </endperson379>
69,123:1059,4,5,cast:+1 movie:+1 </endperson380>,cast:+1 movie:+1 </endperson380>
69,445:1059,4,5,character:+1 moments:+1 moments:-1 isnt:-1 </endperson381>,</endperson381>
276,191:643,4,4,audiences:+1 films:-1 character:-1 </endperson382>,audiences:+1 films:-1 character:-1 </endperson382>
7,465:475,4,3,character:+1 characters:+1 slapstickstooge:+1 </endperson383>,character:+1 characters:+1 slapstickstooge:+1 </endperson383>
7,466:475,4,4,moments:+1 </endperson384>,</endperson384>
123,6:422,4,5,films:+1 plot:+1 </endperson385>,films:+1 plot:+1 </endperson385>
123,7:422,4,3, </endperson386>,</endperson386>
123,103:422,4,3,movie:+1 movie:-1 </endperson387>,</endperson387>
123,314:422,4,2,acting:-1 </endperson388>,</endperson388>
123,316:422,4,5,movie:+1 </endperson389>,</endperson389>
123,433:422,4,2,trailer:-1 isnt:-1 characters:-1 </endperson390>,</endperson390>
508,123:258,4,5,performance:+1 storyline:+1 films:-1 </endperson391>,performance:+1 storyline:+1 films:-1 </endperson391>
181,101:484,4,2,character:+1 screenplay:+1 plot:-1 </endperson392>,character:+1 screenplay:+1 plot:-1 </endperson392>
181,466:484,4,4,arent:+1 moments:+1 character:-1 plot:-1 </endperson393>,</endperson393>
491,812:724,4,4,character:+1 movie:+1 cringe:+1 </endperson394>,character:+1 movie:+1 cringe:+1 </endperson394>
185,58:993,4,5,budget:+1 </endperson395>,budget:+1 </endperson395>
185,100:993,4,4,scenes:+1 character:-1 </endperson396>,</endperson396>
185,410:993,4,4,films:+1 suspense:+1 suspense:-1 </endperson397>,</endperson397>
361,24:858,3,2, </endperson398>, </endperson398>
361,704:858,4,4, </endperson399>,</endperson399>
123,2:279,4,3,downside:+1 star:+1 movie:+1 scenes:+1 </endperson400>,downside:+1 star:+1 movie:+1 scenes:+1 </endperson400>
123,7:279,4,4,soundtrack:+1 star:+1 </endperson401>,</endperson401>
123,103:279,4,2,movie:-1 </endperson402>,</endperson402>
123,111:279,3,3,scenes:+1 </endperson403>,</endperson403>
123,137:279,4,4, </endperson404>,</endperson404>
123,228:279,4,3,films:+1 isnt:+1 scenes:+1 actor:-1 character:-1 scenes:-1 </endperson405>,</endperson405>
123,308:279,4,3,sequels:+1 sciencefiction:+1 isnt:+1 specialeffects:+1 character:-1 comics:-1 </endperson406>,</endperson406>
361,1:224,3,5,character:+1 star:+1 </endperson407>,character:+1 star:+1 </endperson407>
361,344:224,3,3, </endperson408>,</endperson408>
176,158:1208,3,4, </endperson409>, </endperson409>
226,542:20,4,5,comedy:+1 character:-1 </endperson410>,comedy:+1 character:-1 </endperson410>
355,3:360,4,2,actors:+1 actionsequences:+1 movie:-1 </endperson411>,actors:+1 actionsequences:+1 movie:-1 </endperson411>
319,88:187,4,5, </endperson412>, </endperson412>
67,69:402,4,4,character:+1 character:-1 </endperson413>,character:+1 character:-1 </endperson413>
67,98:402,4,4,plot:+1 </endperson414>,</endperson414>
67,108:402,3,5,character:+1 isnt:-1 </endperson415>,</endperson415>
67,190:402,4,4,performance:+1 </endperson416>,</endperson416>
67,301:402,3,5,moments:-1 </endperson417>,</endperson417>
67,473:402,2,5, </endperson418>,</endperson418>
195,677:105,3,4, </endperson419>, </endperson419>
253,219:717,4,4,movie:+1 movie:-1 </endperson420>,movie:+1 movie:-1 </endperson420>
0,78:73,3,5,performances:-1 </endperson421>,performances:-1 </endperson421>
0,109:73,4,5,actors:-1 </endperson422>,</endperson422>
0,465:73,4,4,director:+1 score:-1 </endperson423>,</endperson423>
0,483:73,4,4,plot:+1 </endperson424>,</endperson424>
499,151:629,4,5, </endperson425>, </endperson425>
499,228:629,3,2,movie:+1 casting:+1 movie:-1 scene:-1 </endperson426>,</endperson426>
191,308:1131,4,4,comedy:+1 scenes:+1 </endperson427>,comedy:+1 scenes:+1 </endperson427>
191,504:1131,4,5, </endperson428>,</endperson428>
638,17:814,4,5,wi:+1 character:+1 scenery:+1 cinematography:+1 </endperson429>,wi:+1 character:+1 scenery:+1 cinematography:+1 </endperson429>
638,21:814,4,4,acting:+1 </endperson430>,</endperson430>
638,25:814,4,5, </endperson431>,</endperson431>
638,215:814,4,5,credits:-1 </endperson432>,</endperson432>
638,230:814,4,5,movie:+1 </endperson433>,</endperson433>
638,347:814,4,5,stunt:+1 acting:+1 films:-1 scenes:-1 budget:-1 </endperson434>,</endperson434>
638,362:814,4,5, </endperson435>,</endperson435>
638,491:814,4,5,films:+1 performances:+1 fans:-1 </endperson436>,</endperson436>
638,762:814,4,5, </endperson437>,</endperson437>
472,459:657,4,3,watch:-1 </endperson438>,watch:-1 </endperson438>
101,9:146,4,4,actress:+1 character:+1 </endperson439>,actress:+1 character:+1 </endperson439>
101,67:146,4,3, </endperson440>,</endperson440>
101,410:146,4,5,movies:+1 movie:-1 </endperson441>,</endperson441>
101,426:146,3,4, </endperson442>,</endperson442>
148,45:814,4,5, </endperson443>, </endperson443>
148,169:814,3,4,casting:+1 </endperson444>,</endperson444>
148,647:814,3,5, </endperson445>,</endperson445>
382,253:770,3,5, </endperson446>, </endperson446>
244,236:843,4,5, </endperson447>, </endperson447>
244,252:843,4,4,movie:+1 acting:+1 mummies:-1 </endperson448>,</endperson448>
244,356:843,4,5,films:+1 movie:+1 storyline:+1 scenes:+1 baddie:+1 </endperson449>,</endperson449>
244,357:843,3,5,character:-1 </endperson450>,</endperson450>
244,384:843,4,5,movie:+1 acting:+1 </endperson451>,</endperson451>
244,529:843,4,4, </endperson452>,</endperson452>
244,720:843,4,5,adventurefilm:+1 </endperson453>,</endperson453>
244,826:843,4,4,actors:+1 </endperson454>,</endperson454>
521,8:394,4,5,films:+1 films:-1 character:-1 </endperson455>,films:+1 films:-1 character:-1 </endperson455>
521,9:394,4,4,soundtrack:+1 </endperson456>,</endperson456>
521,445:394,4,5,arent:+1 werent:+1 movie:+1 actors:-1 performances:-1 </endperson457>,</endperson457>
521,487:394,4,5,acting:+1 </endperson458>,</endperson458>
521,538:394,3,5,soundtrack:+1 specialeffects:+1 scenes:+1 </endperson459>,</endperson459>
278,137:73,4,5,films:+1 scenes:+1 </endperson460>,films:+1 scenes:+1 </endperson460>
465,213:982,4,4,stunt:+1 performance:+1 </endperson461>,stunt:+1 performance:+1 </endperson461>
465,420:982,4,4,performance:+1 plot:+1 sequences:+1 </endperson462>,</endperson462>
465,633:982,4,3,character:+1 isnt:+1 isnt:-1 </endperson463>,</endperson463>
378,350:685,4,4,character:+1 </endperson464>,character:+1 </endperson464>
378,591:685,3,4,movie:+1 </endperson465>,</endperson465>
378,704:685,4,3,isnt:+1 </endperson466>,</endperson466>
151,0:134,4,4,extras:+1 character:-1 </endperson467>,extras:+1 character:-1 </endperson467>
151,129:134,4,4,films:+1 isnt:+1 scenes:+1 performances:+1 </endperson468>,</endperson468>
0,69:151,4,4,scenes:+1 movie:-1 scenes:-1 </endperson469>,scenes:+1 movie:-1 scenes:-1 </endperson469>
0,84:151,4,4,moments:-1 </endperson470>,</endperson470>
0,324:151,4,3,character:+1 movie:+1 </endperson471>,</endperson471>
0,410:151,4,4,movie:+1 movie:-1 </endperson472>,</endperson472>
0,459:151,4,5,cast:+1 films:+1 soundtrack:+1 soundtrack:-1 movie:-1 </endperson473>,</endperson473>
0,523:151,4,4,humour:+1 </endperson474>,</endperson474>
328,580:548,4,5,soundtrack:-1 </endperson475>,soundtrack:-1 </endperson475>
664,52:446,4,1,plot:+1 scenes:-1 troop:-1 </endperson476>,plot:+1 scenes:-1 troop:-1 </endperson476>
261,465:906,4,5,character:+1 performance:+1 performances:+1 character:-1 </endperson477>,character:+1 performance:+1 performances:+1 character:-1 </endperson477>
189,426:637,4,5,cast:+1 movie:+1 </endperson478>,cast:+1 movie:+1 </endperson478>
724,573:88,4,5, </endperson479>, </endperson479>
7,67:556,4,4,films:+1 movie:+1 directors:+1 specialeffects:+1 haunting:-1 plot:-1 </endperson480>,films:+1 movie:+1 directors:+1 specialeffects:+1 haunting:-1 plot:-1 </endperson480>
7,113:556,4,3,ending:+1 isnt:+1 scenes:-1 </endperson481>,</endperson481>
7,191:556,4,3,isnt:+1 character:-1 scenes:-1 scene:-1 </endperson482>,</endperson482>
7,398:556,4,4,films:-1 </endperson483>,</endperson483>
7,458:556,4,5,films:+1 </endperson484>,</endperson484>
433,404:939,3,3,snothing:+1 </endperson485>,snothing:+1 </endperson485>
86,105:1007,4,5,performance:+1 scenes:+1 </endperson486>,performance:+1 scenes:+1 </endperson486>
86,488:1007,4,4,movie:-1 </endperson487>,</endperson487>
2,132:54,5,5,instalment:+1 scenes:+1 </endperson488>,instalment:+1 scenes:+1 </endperson488>
2,316:54,4,5,movie:+1 character:-1 </endperson489>,</endperson489>
2,441:54,4,4,films:+1 character:+1 movie:-1 isnt:-1 </endperson490>,</endperson490>
2,501:54,3,3,movie:+1 prom:-1 </endperson491>,</endperson491>
3,338:371,4,4,acting:+1 films:-1 tlook:-1 </endperson492>,acting:+1 films:-1 tlook:-1 </endperson492>
3,378:371,4,4,actionsequences:+1 movie:-1 familyman:-1 </endperson493>,</endperson493>
3,493:371,4,5, </endperson494>,</endperson494>
5,8:27,4,1,movie:+1 cast:-1 script:-1 </endperson495>,movie:+1 cast:-1 script:-1 </endperson495>
5,132:27,4,3,plot:-1 </endperson496>,</endperson496>
5,189:27,4,3,pirateradio:-1 </endperson497>,</endperson497>
5,291:27,5,5,acting:+1 character:-1 watch:-1 </endperson498>,</endperson498>
7,111:299,3,1,plot:+1 </endperson499>,plot:+1 </endperson499>
7,399:299,4,3,storyline:+1 acting:+1 </endperson500>,</endperson500>
7,518:299,3,4,movie:+1 </endperson501>,</endperson501>
268,736:963,3,5, </endperson502>, </endperson502>
306,7:480,4,5,wi:+1 acting:+1 character:-1 </endperson503>,wi:+1 acting:+1 character:-1 </endperson503>
306,110:480,4,5,movie:+1 movie:-1 scenes:-1 </endperson504>,</endperson504>
368,228:351,4,4,movie:+1 plot:-1 explosions:-1 </endperson505>,movie:+1 plot:-1 explosions:-1 </endperson505>
368,384:351,4,3,carchase:+1 acting:+1 </endperson506>,</endperson506>
368,762:351,3,4, </endperson507>,</endperson507>
130,465:146,4,3,romance:+1 isnt:+1 character:-1 trademark:-1 </endperson508>,romance:+1 isnt:+1 character:-1 trademark:-1 </endperson508>
7,446:440,4,2,franchise:+1 </endperson509>,franchise:+1 </endperson509>
7,465:440,4,2,character:-1 </endperson510>,</endperson510>
266,712:882,4,5,movie:+1 scenes:+1 </endperson511>,movie:+1 scenes:+1 </endperson511>
266,727:882,4,4, </endperson512>,</endperson512>
7,67:626,4,4,films:+1 </endperson513>,films:+1 </endperson513>
7,123:626,4,5,movies:+1 mannerisms:+1 </endperson514>,</endperson514>
7,190:626,4,5,viewers:+1 </endperson515>,</endperson515>
7,228:626,4,5,robot:-1 </endperson516>,</endperson516>
7,459:626,3,4,films:-1 </endperson517>,</endperson517>
7,508:626,4,4, </endperson518>,</endperson518>
163,1:198,4,3,films:+1 acting:+1 </endperson519>,films:+1 acting:+1 </endperson519>
163,155:198,4,4, </endperson520>,</endperson520>
203,101:111,4,4,films:-1 </endperson521>,films:-1 </endperson521>
96,465:35,4,3,franchise:+1 movie:+1 viewers:-1 movie:-1 shots:-1 </endperson522>,franchise:+1 movie:+1 viewers:-1 movie:-1 shots:-1 </endperson522>
424,3:336,4,5, </endperson523>, </endperson523>
424,382:336,4,3,movie:+1 movie:-1 performances:-1 </endperson524>,</endperson524>
42,37:163,5,3,romance:+1 plot:+1 </endperson525>,romance:+1 plot:+1 </endperson525>
42,174:163,4,4, </endperson526>,</endperson526>
42,261:163,4,5,moments:+1 movie:+1 isnt:+1 watching:+1 movies:-1 movie:-1 isnt:-1 </endperson527>,</endperson527>
42,465:163,4,3,actor:+1 turns:+1 </endperson528>,</endperson528>
42,784:163,4,4,movie:-1 </endperson529>,</endperson529>
7,134:457,3,5, </endperson530>, </endperson530>
465,101:402,3,5,character:-1 </endperson531>,character:-1 </endperson531>
465,310:402,3,4,scenery:+1 character:-1 sexreferences:-1 </endperson532>,</endperson532>
191,67:684,4,4, </endperson533>, </endperson533>
144,282:607,4,3,character:+1 scenes:+1 actors:-1 scenes:-1 </endperson534>,character:+1 scenes:+1 actors:-1 scenes:-1 </endperson534>
144,445:607,4,5,movie:+1 script:+1 moments:-1 isnt:-1 </endperson535>,</endperson535>
144,501:607,3,5,character:-1 </endperson536>,</endperson536>
144,521:607,4,4,character:+1 comedy:+1 extras:+1 scene:-1 </endperson537>,</endperson537>
144,523:607,3,4,humour:+1 humour:-1 </endperson538>,</endperson538>
144,540:607,2,3,character:+1 comedy:+1 </endperson539>,</endperson539>
329,288:469,3,3,isnt:+1 roles:+1 scenes:+1 acting:+1 isnt:-1 actionmovie:-1 </endperson540>,isnt:+1 roles:+1 scenes:+1 acting:+1 isnt:-1 actionmovie:-1 </endperson540>
664,52:976,4,1,performance:+1 films:-1 </endperson541>,performance:+1 films:-1 </endperson541>
664,801:976,4,4, </endperson542>,</endperson542>
42,44:940,4,4,movie:+1 </endperson543>,movie:+1 </endperson543>
42,174:940,4,5, </endperson544>,</endperson544>
42,328:940,4,3, </endperson545>,</endperson545>
42,332:940,4,4,cast:+1 movie:-1 </endperson546>,</endperson546>
42,449:940,4,3,films:-1 script:-1 </endperson547>,</endperson547>
42,465:940,5,1,actor:+1 stunt:+1 character:-1 acting:-1 </endperson548>,</endperson548>
42,565:940,4,3,script:-1 </endperson549>,</endperson549>
42,730:940,3,5, </endperson550>,</endperson550>
96,190:1036,4,4,moving:-1 </endperson551>,moving:-1 </endperson551>
794,368:351,4,5, </endperson552>, </endperson552>
7,64:94,4,3,movie:+1 </endperson553>,movie:+1 </endperson553>
7,69:94,4,3,ending:+1 </endperson554>,</endperson554>
7,103:94,4,5,character:+1 movie:+1 isnt:+1 </endperson555>,</endperson555>
7,322:94,4,5, </endperson556>,</endperson556>
7,455:94,4,5,movie:+1 </endperson557>,</endperson557>
7,781:94,3,3, </endperson558>,</endperson558>
637,238:1111,4,5, </endperson559>, </endperson559>
637,268:461,4,5,movies:+1 actor:+1 arent:+1 movie:+1 plot:+1 specialeffects:+1 acting:+1 reviews:-1 </endperson560>,movies:+1 actor:+1 arent:+1 movie:+1 plot:+1 specialeffects:+1 acting:+1 reviews:-1 </endperson560>
637,772:461,4,4,scenes:+1 disc:+1 </endperson561>,</endperson561>
67,465:1029,4,3,movie:+1 plot:+1 performances:+1 movie:-1 strings:-1 </endperson562>,movie:+1 plot:+1 performances:+1 movie:-1 strings:-1 </endperson562>
573,481:753,4,4,budget:-1 </endperson563>,budget:-1 </endperson563>
261,409:479,4,5, </endperson564>, </endperson564>
13,225:196,4,4, </endperson565>, </endperson565>
0,2:71,4,4,twists:-1 </endperson566>,twists:-1 </endperson566>
0,110:71,3,5,movie:-1 </endperson567>,</endperson567>
0,131:71,4,3,movie:+1 </endperson568>,</endperson568>
0,136:71,4,3, </endperson569>,</endperson569>
0,468:71,4,5,movie:-1 </endperson570>,</endperson570>
185,100:1127,3,3,scenes:+1 </endperson571>,scenes:+1 </endperson571>
259,224:818,4,5, </endperson572>, </endperson572>
259,335:818,4,4, </endperson573>,</endperson573>
259,583:818,4,4, </endperson574>,</endperson574>
259,768:818,3,5, </endperson575>,</endperson575>
9,2:287,4,4,actor:+1 movies:-1 cinemas:-1 </endperson576>,actor:+1 movies:-1 cinemas:-1 </endperson576>
9,4:287,3,2, </endperson577>,</endperson577>
9,110:287,2,3, </endperson578>,</endperson578>
9,111:287,3,4, </endperson579>,</endperson579>
9,276:287,4,5,ending:+1 films:+1 </endperson580>,</endperson580>
9,308:287,4,4,horror:+1 movie:+1 sciencefiction:+1 movies:-1 cinemas:-1 ending:-1 isnt:-1 </endperson581>,</endperson581>
9,329:287,4,2,movie:+1 video:+1 tension:-1 </endperson582>,</endperson582>
9,433:287,4,4,actor:+1 films:+1 actors:+1 character:+1 </endperson583>,</endperson583>
9,601:287,2,5, </endperson584>,</endperson584>
9,781:287,3,4, </endperson585>,</endperson585>
444,780:954,4,5, </endperson586>, </endperson586>
67,0:17,4,4,performance:+1 character:-1 </endperson587>,performance:+1 character:-1 </endperson587>
67,69:17,4,5,character:+1 movie:+1 </endperson588>,</endperson588>
67,179:17,4,4,isnt:-1 performances:-1 acting:-1 </endperson589>,</endperson589>
67,185:17,5,5, </endperson590>,</endperson590>
67,301:17,3,5,cast:+1 </endperson591>,</endperson591>
67,308:17,4,4,movie:+1 character:-1 performance:-1 </endperson592>,</endperson592>
346,627:1262,4,4, </endperson593>, </endperson593>
419,378:748,4,4,character:-1 </endperson594>,character:-1 </endperson594>
251,249:1326,4,2,character:-1 </endperson595>,character:-1 </endperson595>
251,367:1326,4,1, </endperson596>,</endperson596>
8,249:705,4,4,character:-1 </endperson597>,character:-1 </endperson597>
262,704:842,4,4,scenes:+1 menus:+1 </endperson598>,scenes:+1 menus:+1 </endperson598>
687,47:886,4,5,movies:+1 script:+1 </endperson599>,movies:+1 script:+1 </endperson599>
467,308:14,4,4,movie:+1 movie:-1 </endperson600>,movie:+1 movie:-1 </endperson600>
292,5:99,4,5,soundtrack:+1 character:-1 moments:-1 storyline:-1 mom:-1 </endperson601>,soundtrack:+1 character:-1 moments:-1 storyline:-1 mom:-1 </endperson601>
329,233:1279,4,4,plot:-1 </endperson602>,plot:-1 </endperson602>
329,444:1279,4,4, </endperson603>,</endperson603>
103,101:624,4,5,wi:+1 beau:-1 </endperson604>,wi:+1 beau:-1 </endperson604>
704,759:925,4,4,thriller:+1 acting:+1 isnt:-1 </endperson605>,thriller:+1 acting:+1 isnt:-1 </endperson605>
7,77:546,4,2,werent:-1 </endperson606>,werent:-1 </endperson606>
7,190:546,4,3,cast:+1 moments:-1 </endperson607>,</endperson607>
7,457:546,3,3,character:+1 movie:-1 acting:-1 </endperson608>,</endperson608>
7,513:546,4,2,plot:+1 </endperson609>,</endperson609>
46,163:86,4,3,movie:+1 </endperson610>,movie:+1 </endperson610>
285,0:156,4,5,character:+1 </endperson611>,character:+1 </endperson611>
475,147:408,3,4,chemistry:+1 character:+1 performance:+1 pace:+1 </endperson612>,chemistry:+1 character:+1 performance:+1 pace:+1 </endperson612>
3,49:353,3,5, </endperson613>, </endperson613>
386,379:363,4,4,specialeffects:+1 </endperson614>,specialeffects:+1 </endperson614>
386,645:363,4,3, </endperson615>,</endperson615>
497,136:1204,4,5, </endperson616>, </endperson616>
497,201:1204,4,5, </endperson617>,</endperson617>
409,0:58,4,4,isnt:+1 comedy:+1 </endperson618>,isnt:+1 comedy:+1 </endperson618>
409,2:58,4,5,movie:+1 movies:-1 </endperson619>,</endperson619>
