@RELATION @user-item

@ATTRIBUTE user STRING 
@ATTRIBUTE item STRING 
@ATTRIBUTE rating NUMERIC
@ATTRIBUTE sentiment STRING
@ATTRIBUTE help_user STRING
@ATTRIBUTE value STRING
@ATTRIBUTE help_sentiment STRING
@ATTRIBUTE help_tfIdf STRING
@ATTRIBUTE help_sim STRING

@DATA
0,46,4,isnt:+1 </endperson46>,7</endperson46>,4</endperson46>,bonus:-1 </endperson46>,bonus:0.04088602540284799 </endperson46>,0.38325313770585434 </endperson46>
0,47,4, </endperson47>,2;;;;56</endperson47>,4;;;;4</endperson47>,plot:-1 ;;;; </endperson47>,plot:0.02481463858142606 ;;;; </endperson47>,0.3409474450841292;;;;0.2582117173623866 </endperson47>
0,48,3,character:+1 watch:+1 specialeffects:+1 </endperson48>,12;;;;31</endperson48>,4;;;;4</endperson48>,movies:+1 movie:+1 star:+1 ;;;;storyline:+1 </endperson48>,movies:0.04121520794541175 movie:0.04368652536569154 star:0.022303529836717257 ;;;;storyline:0.010530054008153416 </endperson48>,0.34385210366418417;;;;0.3808477167791743 </endperson48>
0,49,5,performance:+1 character:-1 </endperson49>,7;;;;42</endperson49>,4;;;;4</endperson49>, ;;;;actor:+1 acting:+1 movies:-1 actor:-1 disk:-1 </endperson49>, ;;;;actor:0.03452335564285871 acting:0.0588842531412469 movies:0.017286160550874233 actor:0.03452335564285871 disk:0.04330536911582754 </endperson49>,0.38325313770585434;;;;0.2771229639782524 </endperson49>
0,50,4,films:+1 performance:+1 reviews:+1 comedy:+1 performance:-1 isnt:-1 </endperson50>,5;;;;8;;;;12;;;;20;;;;53</endperson50>,4;;;;4;;;;4;;;;4;;;;4</endperson50>, ;;;;films:+1 actionscenes:+1 character:-1 ;;;; ;;;;films:+1 character:+1 character:-1 ;;;;romance:+1 isnt:+1 character:-1 trademark:-1 </endperson50>, ;;;;films:0.0132905221955933 actionscenes:[0.016400100678743385|0.0|0.0] character:0.012669757143524005 ;;;; ;;;;films:0.012256942028809076 character:0.023368905531605564 character:0.023368905531605564 ;;;;romance:0.01713454790593363 isnt:[0.12768196471904047|0.0|0.0] character:0.016172321702433996 trademark:0.027901046343822934 </endperson50>,0.5235586049626277;;;;0.22504490608313543;;;;0.34385210366418417;;;;0.4645373119835329;;;;0.5658247698714163 </endperson50>
0,51,3,films:+1 </endperson51>,43</endperson51>,4</endperson51>,movie:+1 isnt:+1 comedy:+1 movies:-1 character:-1 isnt:-1 </endperson51>,movie:0.16826610330597044 isnt:[0.09400485262581428|0.0|0.0] comedy:0.08363498956579138 movies:0.014882569009838685 character:0.010205782255934865 isnt:[0.09400485262581428|0.0|0.0] </endperson51>,0.20773745570118418 </endperson51>
0,52,3,performance:+1 moments:-1 </endperson52>,30</endperson52>,4</endperson52>,films:+1 scenes:+1 films:-1 reviews:-1 watch:-1 scenes:-1 slife:-1 </endperson52>,films:0.03280041340514941 scenes:0.03293922258210582 films:0.03280041340514941 reviews:0.020697156122876044 watch:0.020549358017680455 scenes:0.03293922258210582 slife:[0.0|0.04378003656421282] </endperson52>,0.21699326196950475 </endperson52>
0,53,3,films:+1 character:+1 performance:+1 </endperson53>,27</endperson53>,4</endperson53>,scenes:+1 character:-1 </endperson53>,scenes:0.022280782664132328 character:0.010575299225725891 </endperson53>,0.28165527203963947 </endperson53>
1,54,5,character:+1 </endperson54>,25</endperson54>,4</endperson54>, </endperson54>, </endperson54>,0.3050890263691477 </endperson54>
1,26,5,movie:+1 cinematography:+1 genres:-1 </endperson55>,0;;;;43</endperson55>,4;;;;4</endperson55>,scenes:+1 ;;;;character:-1 movie:-1 </endperson55>,scenes:0.021260155860652493 ;;;;character:0.027575800479791215 movie:0.17049424933518997 </endperson55>,0.2233098223266876;;;;0.13998083061847033 </endperson55>
1,37,5,sequences:+1 performances:+1 </endperson56>,0;;;;2;;;;33;;;;43</endperson56>,4;;;;4;;;;4;;;;4</endperson56>,casting:+1 watch:-1 ;;;;movie:-1 ;;;; ;;;;movies:+1 </endperson56>,casting:0.026548213258242373 watch:0.04636548569188645 ;;;;movie:0.130481967930624 ;;;; ;;;;movies:0.03843476293992659 </endperson56>,0.2233098223266876;;;;0.3201735439572453;;;;0.25166379464207367;;;;0.13998083061847033 </endperson56>
1,55,5,cast:+1 sceneselection:+1 scene:-1 </endperson57>,45</endperson57>,3</endperson57>, </endperson57>, </endperson57>,0.17007776156753263 </endperson57>
1,56,3, </endperson58>,</endperson58>,</endperson58>,</endperson58>,</endperson58>, </endperson58>
1,57,5,cast:+1 </endperson59>,37</endperson59>,4</endperson59>,performances:+1 masterpiece:+1 </endperson59>,performances:0.02149770151654021 masterpiece:0.08436952211632184 </endperson59>,0.29743181198573976 </endperson59>
1,58,5,baddie:+1 </endperson60>,59</endperson60>,4</endperson60>,animation:+1 films:-1 </endperson60>,animation:0.11156361808517937 films:0.031060299461760903 </endperson60>,0.27509222774970565 </endperson60>
1,59,4, </endperson61>,51</endperson61>,4</endperson61>,star:+1 director:+1 humour:+1 </endperson61>,star:0.0 director:0.01665808211059027 humour:[0.0|0.0] </endperson61>,0.0 </endperson61>
1,60,5,cast:-1 </endperson62>,37;;;;38</endperson62>,4;;;;4</endperson62>,actors:+1 scenes:+1 snothing:+1 ;;;;specialeffects:+1 snothing:-1 wizards:-1 </endperson62>,actors:0.05725138494463772 scenes:0.03295808866489195 snothing:[0.0|0.02162159047878634] ;;;;specialeffects:[0.012971957456205723|0.014366716473779755] snothing:[0.0|0.01404085777866217] wizards:0.03922587577086782 </endperson62>,0.29743181198573976;;;;0.1773758599853038 </endperson62>
1,61,5, </endperson63>,39</endperson63>,4</endperson63>,scenes:-1 </endperson63>,scenes:0.011677022749232154 </endperson63>,0.16232694051113472 </endperson63>
1,62,5,specialeffects:+1 </endperson64>,38</endperson64>,4</endperson64>,films:-1 character:-1 plot:-1 comedy:-1 scenes:-1 </endperson64>,films:0.004228723398009559 character:0.016124843762025557 plot:0.022211242179268845 comedy:0.005505870373152049 scenes:0.021233095376677193 </endperson64>,0.1773758599853038 </endperson64>
1,63,4, </endperson65>,</endperson65>,</endperson65>,</endperson65>,</endperson65>, </endperson65>
1,64,4, </endperson66>,3;;;;59</endperson66>,4;;;;4</endperson66>,screens:+1 ;;;; </endperson66>,screens:0.026121567079490357 ;;;; </endperson66>,0.1991528998619594;;;;0.27509222774970565 </endperson66>
2,65,3,performance:+1 movies:-1 movie:-1 </endperson67>,33</endperson67>,5</endperson67>, </endperson67>, </endperson67>,0.14877482256990815 </endperson67>
2,66,5, </endperson68>,16</endperson68>,5</endperson68>,films:+1 </endperson68>,films:0.04318411427684781 </endperson68>,0.321267750599998 </endperson68>
2,67,5,movie:+1 movie:-1 </endperson69>,26</endperson69>,4</endperson69>,films:+1 actors:+1 movie:+1 isnt:+1 fiance:-1 performance:-1 watch:-1 </endperson69>,films:0.018265525726022483 actors:0.04248434432911259 movie:0.02691411090324628 isnt:[0.07446423250287693|0.0|0.0] fiance:[0.05800570168980586] performance:0.023657631264431524 watch:0.06007730208052433 </endperson69>,0.32873950775475924 </endperson69>
2,14,5,movies:-1 </endperson70>,0;;;;9;;;;15;;;;22</endperson70>,4;;;;4;;;;4;;;;4</endperson70>, ;;;; ;;;; ;;;;movie:+1 plot:+1 </endperson70>, ;;;; ;;;; ;;;;movie:0.16943411648624723 plot:0.0388267504100585 </endperson70>,0.3409474450841292;;;;0.2831843988404491;;;;0.33215620697160153;;;;0.24239506363167118 </endperson70>
2,68,3,movies:-1 actor:-1 movie:-1 </endperson71>,7;;;;11</endperson71>,4;;;;4</endperson71>,comedy:+1 bonus:-1 blooperreel:-1 ;;;;movie:+1 fans:+1 comedy:-1 </endperson71>,comedy:0.015235211687284245 bonus:0.023511058978400615 blooperreel:[0.04404619651515582|0.03296419807344507] ;;;;movie:0.23903134709283194 fans:0.019896181284488276 comedy:0.028801975438477765 </endperson71>,0.3793048896332194;;;;0.374093089130795 </endperson71>
2,34,5,movie:+1 characters:+1 movies:-1 character:-1 movie:-1 </endperson72>,0;;;;11;;;;42;;;;57</endperson72>,4;;;;4;;;;4;;;;4</endperson72>,comics:+1 ;;;;movie:+1 actor:-1 character:-1 movie:-1 watch:-1 ;;;;performance:+1 acting:-1 ;;;;films:+1 performance:+1 films:-1 isnt:-1 </endperson72>,comics:0.05221282533084577 ;;;;movie:0.16873214015340773 actor:0.034063203522407944 character:0.035088166690058556 movie:0.16873214015340773 watch:0.005764921289687213 ;;;;performance:0.02540235250467055 acting:0.04643691304854961 ;;;;films:0.05651700316758873 performance:0.0549009007938646 films:0.05651700316758873 isnt:[0.07089429777104275|0.0|0.0] </endperson72>,0.3409474450841292;;;;0.374093089130795;;;;0.27713088265472174;;;;0.35799922126163963 </endperson72>
2,69,5,character:+1 movie:+1 movie:-1 </endperson73>,5</endperson73>,4</endperson73>,performances:+1 stunts:+1 </endperson73>,performances:0.022133979937350674 stunts:0.03497162934141859 </endperson73>,0.4137046625054037 </endperson73>
2,28,4,performance:+1 movie:+1 movie:-1 watch:-1 </endperson74>,0;;;;29</endperson74>,4;;;;4</endperson74>,films:+1 character:+1 films:-1 arent:-1 ;;;;cast:-1 scenes:-1 </endperson74>,films:0.042541222300775644 character:0.04055423460473248 films:0.042541222300775644 arent:[0.0] ;;;;cast:0.03965994378821953 scenes:0.019641653933167524 </endperson74>,0.3409474450841292;;;;0.4188499940052306 </endperson74>
2,10,5,movies:+1 character:+1 movie:+1 audiences:+1 actor:-1 </endperson75>,28;;;;29</endperson75>,4;;;;4</endperson75>,wi:+1 ;;;; </endperson75>,wi:[0.0] ;;;; </endperson75>,0.3138279223289415;;;;0.4188499940052306 </endperson75>
2,70,4,movie:-1 </endperson76>,27;;;;42;;;;50</endperson76>,4;;;;4;;;;4</endperson76>,isnt:+1 ;;;; ;;;; </endperson76>,isnt:[0.21241820992224525|0.0|0.0] ;;;; ;;;; </endperson76>,0.25537924296279935;;;;0.27713088265472174;;;;0.20207864127229092 </endperson76>
2,71,4,movies:+1 movie:-1 </endperson77>,12;;;;50;;;;53</endperson77>,4;;;;3;;;;4</endperson77>,script:-1 ;;;;plot:+1 character:-1 hamradio:-1 scene:-1 ;;;;arent:+1 isnt:+1 villains:-1 performances:-1 </endperson77>,script:0.023242028483718574 ;;;;plot:0.029435074887733545 character:0.0133557361362716 hamradio:[0.09758265611961313|0.07787875282414967] scene:0.0366273142239675 ;;;;arent:[0.0] isnt:[0.18665547557095036|0.0|0.0] villains:0.027234967892235003 performances:0.015066500740292059 </endperson77>,0.3493434552773401;;;;0.20207864127229092;;;;0.5365783559034588 </endperson77>
2,4,3, </endperson78>,19</endperson78>,4</endperson78>,rundown:-1 </endperson78>,rundown:0.03395968461593257 </endperson78>,0.3899009853475963 </endperson78>
2,72,4,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 </endperson79>,34</endperson79>,4</endperson79>,screen:+1 thriller:+1 </endperson79>,screen:0.02083075059270614 thriller:0.037754629785230844 </endperson79>,0.5689573344498292 </endperson79>
2,73,3,downside:+1 star:+1 movie:+1 scenes:+1 </endperson80>,26</endperson80>,4</endperson80>,movie:+1 performance:-1 watch:-1 </endperson80>,movie:0.06285118806028253 performance:0.027623246352199947 watch:0.08016888187743497 </endperson80>,0.32873950775475924 </endperson80>
2,74,3,movie:+1 acting:+1 budget:+1 movie:-1 plot:-1 </endperson81>,</endperson81>,</endperson81>,</endperson81>,</endperson81>, </endperson81>
2,75,4,movies:-1 movie:-1 </endperson82>,11;;;;42</endperson82>,4;;;;4</endperson82>,scenes:+1 casting:+1 movie:-1 ;;;;films:+1 actors:+1 actors:-1 </endperson82>,scenes:0.007634705676823774 casting:0.016363226712351502 movie:0.1642999966313298 ;;;;films:0.0415059019660236 actors:0.024134961364713575 actors:0.024134961364713575 </endperson82>,0.374093089130795;;;;0.27713088265472174 </endperson82>
2,29,3,character:+1 movies:-1 cinemas:-1 </endperson83>,0</endperson83>,4</endperson83>,character:+1 reviews:+1 acting:+1 character:-1 </endperson83>,character:0.04397844835843791 reviews:0.02183264126714154 acting:0.0136537565626153 character:0.04397844835843791 </endperson83>,0.3409474450841292 </endperson83>
2,35,4,movie:+1 moving:-1 </endperson84>,0;;;;6</endperson84>,4;;;;4</endperson84>,performance:+1 movie:+1 isnt:+1 ;;;; </endperson84>,performance:0.049184580785872026 movie:0.012434411611246275 isnt:[0.15084274357429284|0.0|0.0] ;;;; </endperson84>,0.3409474450841292;;;;0.23673585740743985 </endperson84>
2,37,5,movie:-1 </endperson85>,0;;;;1;;;;8</endperson85>,4;;;;4;;;;4</endperson85>,casting:+1 watch:-1 ;;;;sequences:+1 performances:+1 ;;;;moments:-1 movie:-1 comedy:-1 </endperson85>,casting:0.026548213258242373 watch:0.04636548569188645 ;;;;sequences:0.029113387554107462 performances:0.043496026186030594 ;;;;moments:0.06809412638315916 movie:0.07951169118645478 comedy:0.030110852284493436 </endperson85>,0.3409474450841292;;;;0.3201735439572453;;;;0.271624421034558 </endperson85>
2,76,4,actor:+1 movies:-1 cinemas:-1 </endperson86>,9</endperson86>,4</endperson86>,arent:-1 screen:-1 </endperson86>,arent:[0.0] screen:0.00950752996957408 </endperson86>,0.2831843988404491 </endperson86>
2,77,4, </endperson87>,8;;;;9</endperson87>,4;;;;4</endperson87>,actors:-1 ;;;;performance:+1 character:-1 </endperson87>,actors:0.04204729891846375 ;;;;performance:0.019870193893030647 character:0.014624777535415476 </endperson87>,0.271624421034558;;;;0.2831843988404491 </endperson87>
2,78,4,movie:+1 </endperson88>,9;;;;26;;;;45</endperson88>,4;;;;4;;;;4</endperson88>,isnt:+1 character:-1 isnt:-1 ;;;;actress:+1 character:-1 ;;;;films:+1 character:+1 character:-1 watch:-1 </endperson88>,isnt:[0.11467572950879451|0.0|0.0] character:0.011245114307862574 isnt:[0.11467572950879451|0.0|0.0] ;;;;actress:0.01952587912172609 character:0.0 ;;;;films:0.05124524416426674 character:0.0 character:0.0 watch:0.03852598524394131 </endperson88>,0.2831843988404491;;;;0.32873950775475924;;;;0.2549340146144876 </endperson88>
2,27,5,performance:+1 scenes:+1 scenes:-1 </endperson89>,21;;;;27</endperson89>,4;;;;4</endperson89>,movie:+1 actress:-1 movie:-1 isnt:-1 ;;;; </endperson89>,movie:0.08643907131549898 actress:0.02228514144300891 movie:0.08643907131549898 isnt:[0.11037880052373536|0.0|0.0] ;;;; </endperson89>,0.5542074331979743;;;;0.25537924296279935 </endperson89>
2,47,1,plot:-1 </endperson90>,0</endperson90>,4</endperson90>, </endperson90>, </endperson90>,0.3409474450841292 </endperson90>
2,1,4,movies:+1 scenes:-1 </endperson91>,53</endperson91>,4</endperson91>,score:-1 character:-1 </endperson91>,score:0.022012772116114028 character:0.009438804949536236 </endperson91>,0.5365783559034588 </endperson91>
2,79,4,character:-1 </endperson92>,12;;;;52</endperson92>,4;;;;4</endperson92>,movie:+1 ;;;; </endperson92>,movie:0.03726098858390847 ;;;; </endperson92>,0.3493434552773401;;;;0.22354776481735872 </endperson92>
3,51,1,movies:+1 scenes:-1 </endperson93>,8</endperson93>,4</endperson93>,semi:+1 script:+1 performance:-1 plot:-1 </endperson93>,semi:0.03745883392205728 script:0.11098889954855573 performance:0.01474989660385754 plot:0.035889277323122436 </endperson93>,0.08556367408597687 </endperson93>
3,80,5, </endperson94>,49</endperson94>,4</endperson94>,explosions:-1 </endperson94>,explosions:0.07213507479519185 </endperson94>,0.28851916650176845 </endperson94>
3,64,5,screens:+1 </endperson95>,38</endperson95>,3</endperson95>,character:-1 </endperson95>,character:0.0 </endperson95>,0.49475607214053796 </endperson95>
3,81,4,performances:+1 </endperson96>,39</endperson96>,4</endperson96>, </endperson96>, </endperson96>,0.4363942946245699 </endperson96>
3,82,4,movie:+1 </endperson97>,48</endperson97>,4</endperson97>,actionsequences:+1 movie:-1 familyman:-1 </endperson97>,actionsequences:[0.049889641443991564|0.0|0.0] movie:0.013238575625763738 familyman:[0.058804916909827844|0.02952838677797193] </endperson97>,0.491116897588203 </endperson97>
3,83,5,sequences:+1 </endperson98>,</endperson98>,</endperson98>,</endperson98>,</endperson98>, </endperson98>
4,72,4,scenes:+1 performances:+1 </endperson99>,2;;;;43</endperson99>,4;;;;4</endperson99>,movies:+1 movie:+1 actionsequences:+1 explosions:-1 budget:-1 ;;;;extras:+1 character:-1 </endperson99>,movies:0.07716042975019721 movie:0.10904942583246663 actionsequences:[0.09588911062574466|0.026698242858663006|0.0] explosions:0.08043218289067468 budget:0.022484944122869766 ;;;;extras:0.026742091981928704 character:0.013244929497583992 </endperson99>,0.4328564374452517;;;;0.21429318213775517 </endperson99>
4,84,3, </endperson100>,53</endperson100>,4</endperson100>,character:+1 strings:+1 vocals:+1 vocals:-1 </endperson100>,character:0.0070004309133332955 strings:0.01655212564815567 vocals:0.0461460829218249 vocals:0.0461460829218249 </endperson100>,0.5444177007761967 </endperson100>
4,18,5, </endperson101>,0;;;;35;;;;53</endperson101>,4;;;;4;;;;4</endperson101>,character:-1 ;;;;films:+1 ;;;;chemistry:+1 strings:+1 </endperson101>,character:0.008825238644109907 ;;;;films:0.020872155313182567 ;;;;chemistry:0.01291166068969251 strings:0.10806966849558261 </endperson101>,0.502958109695087;;;;0.24402007626872257;;;;0.5444177007761967 </endperson101>
4,85,3,movie:+1 character:-1 </endperson102>,9;;;;11;;;;15</endperson102>,4;;;;4;;;;4</endperson102>,isnt:+1 plot:-1 ;;;;movie:+1 scenes:+1 character:-1 watch:-1 drawer:-1 tmean:-1 ;;;;character:+1 scenes:+1 movie:-1 credits:-1 </endperson102>,isnt:[0.0993037768089871|0.0|0.0] plot:0.045361323352479006 ;;;;movie:0.16505517053592247 scenes:0.007030647396269096 character:0.02669608194179179 watch:0.006579175787249417 drawer:0.026353476396203453 tmean:[0.0|0.026757089072461188] ;;;;character:0.0 scenes:0.012727646850542151 movie:0.03735011519977571 credits:0.026865176481135372 </endperson102>,0.3725601988489443;;;;0.3889143375922095;;;;0.34166507657493805 </endperson102>
4,76,2, </endperson103>,9;;;;43</endperson103>,4;;;;4</endperson103>,arent:-1 screen:-1 ;;;;horror:+1 movie:+1 sciencefiction:+1 movies:-1 cinemas:-1 ending:-1 isnt:-1 </endperson103>,arent:[0.0] screen:0.00950752996957408 ;;;;horror:0.01721669495905141 movie:0.1653284750177299 sciencefiction:[0.05542342426219234|0.05568628382999243] movies:0.030784727791595898 cinemas:0.010201041042019094 ending:0.013901862792586654 isnt:[0.10278065231756413|0.0|0.0] </endperson103>,0.3725601988489443;;;;0.21429318213775517 </endperson103>
4,86,4, </endperson104>,25</endperson104>,4</endperson104>,films:+1 twists:+1 </endperson104>,films:0.004697126726494771 twists:0.0103388543170622 </endperson104>,0.35609053554430126 </endperson104>
5,87,5,character:+1 snothing:+1 moving:-1 </endperson105>,7;;;;12;;;;20</endperson105>,4;;;;4;;;;4</endperson105>,actors:-1 rating:-1 ;;;;films:+1 movie:+1 ;;;; </endperson105>,actors:0.013822894478255306 rating:0.044895553678604656 ;;;;films:0.019420967335635378 movie:0.0476944086325912 ;;;; </endperson105>,0.412478335449898;;;;0.6077503775759139;;;;0.5612545543097319 </endperson105>
5,14,5, </endperson106>,0;;;;8;;;;15;;;;53</endperson106>,4;;;;4;;;;4;;;;4</endperson106>, ;;;;movie:+1 ;;;; ;;;;moments:+1 isnt:+1 strings:-1 screen:-1 shots:-1 stringarrangements:-1 </endperson106>, ;;;;movie:0.09580865856167958 ;;;; ;;;;moments:0.013351764116795332 isnt:[0.182019325865405|0.0|0.0] strings:0.10220934122131542 screen:0.010736527193960404 shots:0.036444813852321345 stringarrangements:[0.04829699983656352|0.0|0.0] </endperson106>,0.5235586049626277;;;;0.18429518658364197;;;;0.5254129254774694;;;;0.6185657902191363 </endperson106>
5,88,5,actors:+1 </endperson107>,51;;;;53</endperson107>,5;;;;4</endperson107>,films:-1 character:-1 ;;;;movie:+1 </endperson107>,films:0.15690923104647256 character:0.0 ;;;;movie:0.02289846800050845 </endperson107>,0.18356632412509066;;;;0.6185657902191363 </endperson107>
5,89,5, </endperson108>,26</endperson108>,4</endperson108>, </endperson108>, </endperson108>,0.4476715491491625 </endperson108>
5,44,5, </endperson109>,27</endperson109>,4</endperson109>,films:+1 isnt:+1 scenes:+1 performances:+1 </endperson109>,films:0.012642220738791283 isnt:[0.21408651737873732|0.0|0.0] scenes:0.03808716533875621 performances:0.01984078768530399 </endperson109>,0.34222881755755985 </endperson109>
5,11,5, </endperson110>,</endperson110>,</endperson110>,</endperson110>,</endperson110>, </endperson110>
5,16,5,character:+1 character:-1 </endperson111>,54</endperson111>,4</endperson111>,trailer:+1 character:+1 screen:-1 </endperson111>,trailer:0.016430940469985306 character:0.0077123726515406716 screen:0.019155356795866458 </endperson111>,0.6012634129293103 </endperson111>
5,67,5,actors:+1 moments:+1 scenes:+1 actors:-1 character:-1 </endperson112>,7;;;;24;;;;26;;;;42;;;;51</endperson112>,4;;;;5;;;;4;;;;4;;;;5</endperson112>,storyline:+1 bonus:-1 ;;;;actors:+1 films:+1 performance:+1 director:+1 comedy:+1 screens:-1 comedy:-1 ;;;;films:+1 actors:+1 movie:+1 isnt:+1 fiance:-1 performance:-1 watch:-1 ;;;;reviews:-1 ;;;;films:-1 character:-1 movie:-1 </endperson112>,storyline:0.015740640196044056 bonus:0.04003426699587984 ;;;;actors:0.013965159843054669 films:0.036024703745732856 performance:0.007776572931347738 director:0.013706544744635991 comedy:0.01563492732807348 screens:0.0175501996583568 comedy:0.01563492732807348 ;;;;films:0.018265525726022483 actors:0.04248434432911259 movie:0.02691411090324628 isnt:[0.07446423250287693|0.0|0.0] fiance:[0.05800570168980586] performance:0.023657631264431524 watch:0.06007730208052433 ;;;;reviews:0.011942992208781367 ;;;;films:0.10123459538171786 character:0.01930123917079129 movie:0.03977823824279837 </endperson112>,0.412478335449898;;;;0.68706129230716;;;;0.4476715491491625;;;;0.18464240007428556;;;;0.18356632412509066 </endperson112>
